"Collection.Year","ST.Achtman.7.Gene.MLST.","Assembly.barcode.Assembly.stats.","blaTEM-1B_1","blaCTX-M-15_1","ST_20","ST_100"
2020,11,"ESC_MB8661AA_AS",0,0,"11","11"
2020,8630,"ESC_MB8660AA_AS",0,0,"Other","Other"
2020,34,"ESC_MB8659AA_AS",1,0,"34","34"
2020,131,"ESC_MB8658AA_AS",1,0,"131","131"
2020,569,"ESC_MB8657AA_AS",0,0,"Other","Other"
2020,11,"ESC_MB8656AA_AS",0,0,"11","11"
2020,245,"ESC_MB8502AA_AS",0,0,"245","245"
2020,152,"ESC_MB8501AA_AS",0,1,"152","152"
2020,245,"ESC_MB8500AA_AS",1,0,"245","245"
2020,245,"ESC_MB8499AA_AS",0,0,"245","245"
2020,245,"ESC_MB8498AA_AS",1,0,"245","245"
2020,245,"ESC_MB8549AA_AS",0,0,"245","245"
2020,245,"ESC_MB8548AA_AS",0,0,"245","245"
2020,245,"ESC_MB8547AA_AS",0,0,"245","245"
2020,245,"ESC_MB8494AA_AS",0,0,"245","245"
2020,245,"ESC_MB8493AA_AS",0,0,"245","245"
2020,1819,"ESC_NB8776AA_AS",0,0,"Other","1819"
2020,1316,"ESC_NB8775AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB8774AA_AS",0,0,"11","11"
2020,17,"ESC_NB8773AA_AS",0,0,"17","17"
2020,131,"ESC_NB8772AA_AS",0,1,"131","131"
2020,398,"ESC_NB8771AA_AS",0,0,"Other","Other"
2020,6,"ESC_NB8770AA_AS",1,0,"Other","6"
2020,200,"ESC_NB8769AA_AS",1,0,"200","200"
2020,73,"ESC_NB8768AA_AS",0,0,"73","73"
2020,11497,"ESC_NB8767AA_AS",1,0,"Other","Other"
2020,73,"ESC_NB8766AA_AS",0,0,"73","73"
2020,21,"ESC_NB8765AA_AS",0,0,"21","21"
2020,295,"ESC_NB8764AA_AS",1,0,"Other","295"
2020,300,"ESC_NB8763AA_AS",0,0,"Other","300"
2020,95,"ESC_NB8762AA_AS",0,0,"95","95"
2020,517,"ESC_NB8761AA_AS",0,0,"Other","517"
2020,95,"ESC_NB8760AA_AS",0,0,"95","95"
2020,152,"ESC_MB9369AA_AS",1,0,"152","152"
2020,245,"ESC_MB9368AA_AS",0,0,"245","245"
2020,11,"ESC_NB0554AA_AS",0,0,"11","11"
2020,11,"ESC_NB0553AA_AS",0,0,"11","11"
2020,11,"ESC_NB0552AA_AS",0,0,"11","11"
2020,11,"ESC_NB0551AA_AS",0,0,"11","11"
2020,10,"ESC_NB0546AA_AS",0,0,"10","10"
2020,21,"ESC_NB0545AA_AS",0,0,"21","21"
2020,10,"ESC_NB0544AA_AS",0,0,"10","10"
2020,34,"ESC_NB0543AA_AS",0,0,"34","34"
2020,21,"ESC_NB0542AA_AS",0,0,"21","21"
2020,34,"ESC_NB0541AA_AS",1,0,"34","34"
2020,21,"ESC_NB0540AA_AS",0,0,"21","21"
2020,21,"ESC_NB0539AA_AS",0,0,"21","21"
2020,69,"ESC_NB0538AA_AS",0,0,"69","69"
2020,206,"ESC_NB0537AA_AS",0,0,"Other","206"
2020,245,"ESC_MB9629AA_AS",0,0,"245","245"
2014,5429,"ESC_NB0524AA_AS",1,0,"Other","Other"
2014,11341,"ESC_NB0523AA_AS",1,0,"Other","Other"
2020,6274,"ESC_NB0468AA_AS",0,0,"Other","6274"
2020,33,"ESC_NB0467AA_AS",0,0,"33","33"
2020,752,"ESC_NB0466AA_AS",0,0,"Other","752"
2020,752,"ESC_NB0465AA_AS",0,0,"Other","752"
2020,11,"ESC_NB0430AA_AS",0,0,"11","11"
2020,11,"ESC_NB0429AA_AS",0,0,"11","11"
2020,11,"ESC_NB0428AA_AS",0,0,"11","11"
2020,11,"ESC_NB0427AA_AS",0,0,"11","11"
2020,11,"ESC_NB0426AA_AS",0,0,"11","11"
2020,11,"ESC_NB0425AA_AS",0,0,"11","11"
2020,11,"ESC_NB0424AA_AS",0,0,"11","11"
2020,11,"ESC_NB0423AA_AS",0,0,"11","11"
2020,11,"ESC_NB0405AA_AS",0,0,"11","11"
2020,21,"ESC_NB0404AA_AS",0,0,"21","21"
2020,442,"ESC_NB0403AA_AS",0,0,"442","442"
2020,11,"ESC_NB0402AA_AS",0,0,"11","11"
2020,21,"ESC_NB0401AA_AS",0,0,"21","21"
2020,11,"ESC_NB0400AA_AS",0,0,"11","11"
2020,11,"ESC_NB0399AA_AS",0,0,"11","11"
2020,25,"ESC_NB0398AA_AS",0,0,"25","25"
2020,21,"ESC_NB0397AA_AS",0,0,"21","21"
2020,21,"ESC_NB0396AA_AS",0,0,"21","21"
2020,11,"ESC_NB0395AA_AS",0,0,"11","11"
2020,11,"ESC_NB0394AA_AS",0,0,"11","11"
2020,5627,"ESC_NB0393AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB0392AA_AS",0,0,"11","11"
2020,6200,"ESC_NB0190AA_AS",0,0,"Other","Other"
2020,245,"ESC_NB0189AA_AS",0,0,"245","245"
2020,152,"ESC_NB0188AA_AS",0,1,"152","152"
2020,442,"ESC_NB0385AA_AS",0,0,"442","442"
2020,11347,"ESC_NB0384AA_AS",0,0,"Other","Other"
2020,409,"ESC_NB0383AA_AS",0,0,"Other","Other"
2020,3101,"ESC_NB0382AA_AS",0,0,"Other","3101"
2020,34,"ESC_NB0381AA_AS",0,0,"34","34"
2020,155,"ESC_NB0380AA_AS",0,0,"Other","155"
2020,69,"ESC_NB0379AA_AS",1,0,"69","69"
2020,21,"ESC_NB0378AA_AS",0,0,"21","21"
2020,442,"ESC_NB0377AA_AS",0,0,"442","442"
2020,399,"ESC_NB0376AA_AS",0,0,"Other","399"
2020,11346,"ESC_NB0607AA_AS",0,0,"Other","Other"
2020,10818,"ESC_NB0374AA_AS",0,0,"Other","Other"
2020,176,"ESC_NB0373AA_AS",0,0,"Other","Other"
2020,2531,"ESC_NB0372AA_AS",0,0,"Other","Other"
2020,21,"ESC_NB0371AA_AS",0,0,"21","21"
2020,10,"ESC_NB0370AA_AS",0,0,"10","10"
2020,10909,"ESC_NB0369AA_AS",0,0,"Other","Other"
2020,404,"ESC_NB0368AA_AS",0,0,"Other","404"
2020,635,"ESC_NB0367AA_AS",0,0,"Other","635"
2020,245,"ESC_NB0212AA_AS",0,0,"245","245"
2020,6200,"ESC_NB0211AA_AS",0,0,"Other","Other"
2020,245,"ESC_NB0210AA_AS",0,0,"245","245"
2020,245,"ESC_NB0209AA_AS",0,0,"245","245"
2020,404,"ESC_NB0887AA_AS",0,0,"Other","404"
2020,11,"ESC_NB0886AA_AS",0,0,"11","11"
2020,11,"ESC_NB0885AA_AS",0,0,"11","11"
2020,11,"ESC_NB0884AA_AS",0,0,"11","11"
2020,21,"ESC_NB0883AA_AS",0,0,"21","21"
2020,11,"ESC_NB0882AA_AS",0,0,"11","11"
2020,11,"ESC_NB0881AA_AS",0,0,"11","11"
2020,11,"ESC_NB0880AA_AS",0,0,"11","11"
2020,11,"ESC_NB0879AA_AS",0,0,"11","11"
2020,11,"ESC_NB0878AA_AS",0,0,"11","11"
2020,11,"ESC_NB0877AA_AS",0,0,"11","11"
2020,11,"ESC_NB0876AA_AS",0,0,"11","11"
2020,11,"ESC_NB0875AA_AS",0,0,"11","11"
2020,11,"ESC_NB0874AA_AS",0,0,"11","11"
2020,811,"ESC_NB1911AA_AS",0,0,"Other","Other"
2020,583,"ESC_NB1910AA_AS",0,0,"Other","583"
2020,21,"ESC_NB1846AA_AS",0,0,"21","21"
2020,442,"ESC_NB1845AA_AS",0,0,"442","442"
2020,34,"ESC_NB1844AA_AS",1,0,"34","34"
2020,11,"ESC_NB1843AA_AS",0,0,"11","11"
2020,11,"ESC_NB1842AA_AS",0,0,"11","11"
2020,34,"ESC_NB1841AA_AS",0,0,"34","34"
2020,301,"ESC_NB1840AA_AS",1,0,"Other","301"
2020,788,"ESC_NB1958AA_AS",0,0,"Other","Other"
2020,25,"ESC_NB1957AA_AS",0,0,"25","25"
2020,11,"ESC_NB1837AA_AS",0,0,"11","11"
2020,11,"ESC_NB1836AA_AS",0,0,"11","11"
2020,11,"ESC_NB1835AA_AS",0,0,"11","11"
2020,21,"ESC_NB1834AA_AS",0,0,"21","21"
2020,442,"ESC_NB1833AA_AS",0,0,"442","442"
2020,11,"ESC_NB1832AA_AS",0,0,"11","11"
2020,21,"ESC_NB1831AA_AS",0,0,"21","21"
2020,33,"ESC_NB1830AA_AS",0,0,"33","33"
2020,300,"ESC_NB1829AA_AS",0,0,"Other","300"
2020,442,"ESC_NB1828AA_AS",0,0,"442","442"
2020,442,"ESC_NB1827AA_AS",0,0,"442","442"
2020,11,"ESC_NB1826AA_AS",0,0,"11","11"
2020,32,"ESC_NB1825AA_AS",0,0,"32","32"
2020,11,"ESC_NB1824AA_AS",0,0,"11","11"
2020,442,"ESC_NB1823AA_AS",0,0,"442","442"
2020,1819,"ESC_NB1822AA_AS",0,0,"Other","1819"
2020,11,"ESC_NB1821AA_AS",0,0,"11","11"
2020,29,"ESC_NB1956AA_AS",0,0,"29","29"
2020,11,"ESC_NB1819AA_AS",0,0,"11","11"
2020,11,"ESC_NB1818AA_AS",0,0,"11","11"
2020,17,"ESC_NB1955AA_AS",0,0,"17","17"
2020,88,"ESC_NB1954AA_AS",0,0,"Other","88"
2020,10,"ESC_NB1815AA_AS",0,0,"10","10"
2020,11,"ESC_NB1814AA_AS",0,0,"11","11"
2020,442,"ESC_NB1813AA_AS",0,0,"442","442"
2020,442,"ESC_NB1812AA_AS",0,0,"442","442"
2020,442,"ESC_NB1811AA_AS",0,0,"442","442"
2020,21,"ESC_NB1810AA_AS",0,0,"21","21"
2020,13,"ESC_NB1809AA_AS",0,0,"Other","13"
2020,165,"ESC_NB1808AA_AS",0,0,"Other","Other"
2020,10,"ESC_NB1807AA_AS",0,0,"10","10"
2020,80,"ESC_NB1806AA_AS",0,0,"Other","Other"
2020,2570,"ESC_NB1805AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1953AA_AS",0,0,"11","11"
2020,11,"ESC_NB1803AA_AS",0,0,"11","11"
2020,11,"ESC_NB1802AA_AS",0,0,"11","11"
2020,11,"ESC_NB1801AA_AS",0,0,"11","11"
2020,59,"ESC_NB1800AA_AS",0,0,"Other","59"
2020,11,"ESC_NB1799AA_AS",0,0,"11","11"
2020,11,"ESC_NB1798AA_AS",0,0,"11","11"
2020,11,"ESC_NB1797AA_AS",0,0,"11","11"
2020,11,"ESC_NB1796AA_AS",0,0,"11","11"
2020,11,"ESC_NB1795AA_AS",0,0,"11","11"
2020,11,"ESC_NB1794AA_AS",0,0,"11","11"
2020,11,"ESC_NB1793AA_AS",0,0,"11","11"
2020,32,"ESC_NB1792AA_AS",0,0,"32","32"
2020,11,"ESC_NB1791AA_AS",0,0,"11","11"
2020,10,"ESC_NB1790AA_AS",0,0,"10","10"
2020,11,"ESC_NB1789AA_AS",0,0,"11","11"
2020,11,"ESC_NB1788AA_AS",0,0,"11","11"
2020,32,"ESC_NB1697AA_AS",0,0,"32","32"
2020,11,"ESC_NB1696AA_AS",0,0,"11","11"
2020,2570,"ESC_NB1695AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1694AA_AS",0,0,"11","11"
2020,752,"ESC_NB1693AA_AS",1,0,"Other","752"
2020,10,"ESC_NB1692AA_AS",0,0,"10","10"
2020,399,"ESC_NB1691AA_AS",0,0,"Other","399"
2020,11,"ESC_NB1690AA_AS",0,0,"11","11"
2020,21,"ESC_NB1689AA_AS",0,0,"21","21"
2020,11,"ESC_NB1688AA_AS",0,0,"11","11"
2020,11,"ESC_NB1687AA_AS",0,0,"11","11"
2020,11060,"ESC_NB1686AA_AS",0,0,"Other","Other"
2020,442,"ESC_NB1685AA_AS",0,0,"442","442"
2020,11347,"ESC_NB1684AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1683AA_AS",0,0,"11","11"
2020,11,"ESC_NB1682AA_AS",0,0,"11","11"
2020,11,"ESC_NB1681AA_AS",0,0,"11","11"
2020,11,"ESC_NB1680AA_AS",0,0,"11","11"
2020,69,"ESC_NB1679AA_AS",1,0,"69","69"
2020,11,"ESC_NB1678AA_AS",0,0,"11","11"
2020,386,"ESC_NB1677AA_AS",0,0,"Other","386"
2020,442,"ESC_NB1676AA_AS",0,0,"442","442"
2020,1056,"ESC_NB1675AA_AS",1,0,"Other","Other"
2020,6992,"ESC_NB1674AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1673AA_AS",0,0,"11","11"
2020,11,"ESC_NB1672AA_AS",0,0,"11","11"
2020,11,"ESC_NB1671AA_AS",0,0,"11","11"
2020,164,"ESC_NB1670AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1669AA_AS",0,0,"11","11"
2020,752,"ESC_NB1668AA_AS",0,0,"Other","752"
2020,33,"ESC_NB1667AA_AS",0,0,"33","33"
2020,17,"ESC_NB1666AA_AS",0,0,"17","17"
2020,11354,"ESC_NB1665AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1664AA_AS",0,0,"11","11"
2020,40,"ESC_NB1663AA_AS",0,0,"40","40"
2020,206,"ESC_NB1662AA_AS",0,0,"Other","206"
2020,10,"ESC_NB1661AA_AS",0,0,"10","10"
2020,21,"ESC_NB1660AA_AS",0,0,"21","21"
2020,11,"ESC_NB1659AA_AS",0,0,"11","11"
2020,11,"ESC_NB1658AA_AS",0,0,"11","11"
2020,11,"ESC_NB1657AA_AS",0,0,"11","11"
2020,11,"ESC_NB1656AA_AS",0,0,"11","11"
2020,11,"ESC_NB1655AA_AS",0,0,"11","11"
2020,491,"ESC_NB1654AA_AS",0,0,"Other","Other"
2020,401,"ESC_NB1653AA_AS",0,0,"Other","401"
2020,93,"ESC_NB1652AA_AS",0,0,"Other","93"
2020,11,"ESC_NB1651AA_AS",0,0,"11","11"
2020,11,"ESC_NB1650AA_AS",0,0,"11","11"
2020,11,"ESC_NB1649AA_AS",0,0,"11","11"
2020,80,"ESC_NB1648AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB1647AA_AS",0,0,"11","11"
2020,11,"ESC_NB1644AA_AS",0,0,"11","11"
2020,11,"ESC_NB1643AA_AS",0,0,"11","11"
2020,21,"ESC_NB1642AA_AS",0,0,"21","21"
2020,245,"ESC_NB1641AA_AS",0,0,"245","245"
2020,245,"ESC_NB1640AA_AS",0,0,"245","245"
2020,152,"ESC_NB1639AA_AS",0,1,"152","152"
2020,245,"ESC_NB1638AA_AS",0,0,"245","245"
2020,245,"ESC_NB1637AA_AS",0,0,"245","245"
2020,245,"ESC_NB1636AA_AS",0,0,"245","245"
2020,245,"ESC_NB1635AA_AS",0,0,"245","245"
2020,245,"ESC_NB1634AA_AS",0,0,"245","245"
2020,152,"ESC_NB1633AA_AS",0,0,"152","152"
2020,145,"ESC_NB1632AA_AS",0,0,"145","145"
2020,245,"ESC_NB1631AA_AS",0,0,"245","245"
2020,245,"ESC_NB1629AA_AS",1,0,"245","245"
2020,245,"ESC_NB1628AA_AS",0,0,"245","245"
2020,245,"ESC_NB1627AA_AS",0,0,"245","245"
2020,245,"ESC_NB1626AA_AS",0,0,"245","245"
2020,11,"ESC_NB2168AA_AS",0,0,"11","11"
2020,11,"ESC_NB2167AA_AS",0,0,"11","11"
2020,11,"ESC_NB2166AA_AS",0,0,"11","11"
2020,11,"ESC_NB2165AA_AS",0,0,"11","11"
2020,11,"ESC_NB2164AA_AS",0,0,"11","11"
2020,11,"ESC_NB2163AA_AS",0,0,"11","11"
2020,11,"ESC_NB2162AA_AS",0,0,"11","11"
2020,11,"ESC_NB2161AA_AS",0,0,"11","11"
2020,11,"ESC_NB2160AA_AS",0,0,"11","11"
2020,11,"ESC_NB2159AA_AS",0,0,"11","11"
2020,442,"ESC_NB2337AA_AS",0,0,"442","442"
2020,300,"ESC_NB2336AA_AS",0,0,"Other","300"
2020,21,"ESC_NB2335AA_AS",0,0,"21","21"
2020,8708,"ESC_NB2334AA_AS",0,0,"Other","Other"
2020,5627,"ESC_NB2333AA_AS",0,0,"Other","Other"
2020,28,"ESC_NB2332AA_AS",0,0,"Other","28"
2020,442,"ESC_NB2331AA_AS",0,0,"442","442"
2020,245,"ESC_NB2330AA_AS",0,0,"245","245"
2020,245,"ESC_NB2329AA_AS",0,0,"245","245"
2020,245,"ESC_NB2328AA_AS",0,0,"245","245"
2020,245,"ESC_NB2327AA_AS",0,0,"245","245"
2020,245,"ESC_NB2326AA_AS",0,0,"245","245"
2020,11,"ESC_NB2374AA_AS",0,0,"11","11"
2020,21,"ESC_NB2373AA_AS",0,0,"21","21"
2020,11,"ESC_NB2372AA_AS",0,0,"11","11"
2020,11,"ESC_NB2371AA_AS",0,0,"11","11"
2020,11,"ESC_NB2370AA_AS",0,0,"11","11"
2020,11,"ESC_NB2369AA_AS",0,0,"11","11"
2020,17,"ESC_NB2368AA_AS",0,0,"17","17"
2020,11,"ESC_NB2367AA_AS",0,0,"11","11"
2020,11,"ESC_NB2366AA_AS",0,0,"11","11"
2020,11,"ESC_NB2365AA_AS",0,0,"11","11"
2020,11,"ESC_NB2364AA_AS",0,0,"11","11"
2020,5295,"ESC_NB2363AA_AS",0,0,"Other","Other"
2020,655,"ESC_NB2362AA_AS",0,0,"Other","Other"
2020,6144,"ESC_NB2361AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB2360AA_AS",0,0,"11","11"
2020,34,"ESC_NB2359AA_AS",1,0,"34","34"
2020,11,"ESC_NB2358AA_AS",0,0,"11","11"
2020,17,"ESC_NB2357AA_AS",0,0,"17","17"
2020,11,"ESC_NB2356AA_AS",0,0,"11","11"
2020,11,"ESC_NB2355AA_AS",0,0,"11","11"
2020,34,"ESC_NB2475AA_AS",0,0,"34","34"
2020,1041,"ESC_NB2474AA_AS",0,0,"Other","Other"
2020,765,"ESC_NB2473AA_AS",0,0,"Other","Other"
2020,34,"ESC_NB2472AA_AS",0,0,"34","34"
2020,752,"ESC_NB2471AA_AS",0,0,"Other","752"
2020,11,"ESC_NB2470AA_AS",0,0,"11","11"
2020,33,"ESC_NB2591AA_AS",0,0,"33","33"
2020,1819,"ESC_NB2590AA_AS",0,0,"Other","1819"
2020,442,"ESC_NB2589AA_AS",0,0,"442","442"
2020,33,"ESC_NB2588AA_AS",0,0,"33","33"
2020,3695,"ESC_NB2587AA_AS",0,0,"Other","Other"
2020,17,"ESC_NB2586AA_AS",0,0,"17","17"
2020,405,"ESC_NB2585AA_AS",0,1,"Other","405"
2020,33,"ESC_NB2584AA_AS",0,0,"33","33"
2020,582,"ESC_NB2583AA_AS",0,0,"Other","Other"
2020,34,"ESC_NB2582AA_AS",0,0,"34","34"
2020,10988,"ESC_NB2581AA_AS",0,0,"Other","Other"
2020,33,"ESC_NB2580AA_AS",0,0,"33","33"
2020,381,"ESC_NB2579AA_AS",1,0,"Other","381"
2020,11,"ESC_NB2578AA_AS",0,0,"11","11"
2020,6274,"ESC_NB2577AA_AS",0,0,"Other","6274"
2020,582,"ESC_NB2576AA_AS",0,0,"Other","Other"
2020,201,"ESC_NB2575AA_AS",0,0,"Other","Other"
2020,32,"ESC_NB2574AA_AS",0,0,"32","32"
2020,278,"ESC_NB2573AA_AS",0,0,"Other","278"
2020,300,"ESC_NB2572AA_AS",0,0,"Other","300"
2020,21,"ESC_NB2571AA_AS",0,0,"21","21"
2020,11360,"ESC_NB2570AA_AS",0,0,"Other","Other"
2020,245,"ESC_NB2569AA_AS",0,0,"245","245"
2020,245,"ESC_NB2568AA_AS",0,0,"245","245"
2020,245,"ESC_NB2567AA_AS",0,0,"245","245"
2020,245,"ESC_NB2566AA_AS",0,0,"245","245"
2020,11,"ESC_NB2950AA_AS",0,0,"11","11"
2020,29,"ESC_NB2949AA_AS",0,0,"29","29"
2020,152,"ESC_NB3406AA_AS",0,0,"152","152"
2020,11386,"ESC_NB3998AA_AS",0,0,"Other","Other"
2020,5584,"ESC_NB3997AA_AS",0,1,"Other","Other"
2020,5627,"ESC_NB3996AA_AS",0,0,"Other","Other"
2020,21,"ESC_NB3995AA_AS",0,0,"21","21"
2020,404,"ESC_NB3994AA_AS",0,0,"Other","404"
2020,32,"ESC_NB3993AA_AS",0,0,"32","32"
2020,21,"ESC_NB3992AA_AS",0,0,"21","21"
2020,34,"ESC_NB3991AA_AS",0,0,"34","34"
2020,33,"ESC_NB7779AA_AS",0,0,"33","33"
2020,21,"ESC_NB3989AA_AS",0,0,"21","21"
2020,34,"ESC_NB3988AA_AS",1,1,"34","34"
2020,10,"ESC_NB3987AA_AS",0,0,"10","10"
2020,1819,"ESC_NB3986AA_AS",0,0,"Other","1819"
2020,26,"ESC_NB3985AA_AS",0,0,"Other","26"
2020,11,"ESC_NB3973AA_AS",0,0,"11","11"
2020,-1734,"ESC_NB3972AA_AS",0,0,"Other","Other"
2020,11,"ESC_NB3971AA_AS",0,0,"11","11"
2020,21,"ESC_NB3970AA_AS",0,0,"21","21"
2020,11,"ESC_NB3969AA_AS",0,0,"11","11"
2020,11,"ESC_NB3967AA_AS",0,0,"11","11"
2020,11,"ESC_NB3966AA_AS",0,0,"11","11"
2020,11,"ESC_NB3965AA_AS",0,0,"11","11"
2020,6274,"ESC_NB3912AA_AS",0,0,"Other","6274"
2020,442,"ESC_NB3911AA_AS",0,0,"442","442"
2020,442,"ESC_NB3910AA_AS",0,0,"442","442"
2020,28,"ESC_NB3909AA_AS",0,0,"Other","28"
2020,738,"ESC_NB3908AA_AS",0,0,"Other","738"
2020,33,"ESC_NB3907AA_AS",0,0,"33","33"
2020,442,"ESC_NB3906AA_AS",0,0,"442","442"
2020,245,"ESC_NB3460AA_AS",1,0,"245","245"
2020,152,"ESC_NB3459AA_AS",0,0,"152","152"
2020,245,"ESC_NB3458AA_AS",0,0,"245","245"
2020,152,"ESC_NB3457AA_AS",0,0,"152","152"
2020,152,"ESC_NB3456AA_AS",0,0,"152","152"
2020,245,"ESC_NB3455AA_AS",0,0,"245","245"
2020,245,"ESC_NB3454AA_AS",0,0,"245","245"
2020,245,"ESC_NB3453AA_AS",0,0,"245","245"
2020,245,"ESC_NB3452AA_AS",0,0,"245","245"
2020,245,"ESC_NB3451AA_AS",0,0,"245","245"
2020,245,"ESC_NB3450AA_AS",0,0,"245","245"
2020,245,"ESC_NB3449AA_AS",0,0,"245","245"
2020,10,"ESC_NB3706AA_AS",0,0,"10","10"
2020,245,"ESC_NB3705AA_AS",0,0,"245","245"
2020,245,"ESC_NB3704AA_AS",0,0,"245","245"
2020,152,"ESC_NB3703AA_AS",0,1,"152","152"
2020,245,"ESC_NB3702AA_AS",0,0,"245","245"
2020,245,"ESC_NB3701AA_AS",0,0,"245","245"
2017,73,"ESC_NB6119AA_AS",0,0,"73","73"
2018,10,"ESC_NB6118AA_AS",0,0,"10","10"
2003,101,"ESC_NB5683AA_AS",0,1,"Other","101"
2003,101,"ESC_NB5681AA_AS",0,1,"Other","101"
2017,11413,"ESC_NB5036AA_AS",0,0,"Other","Other"
2017,428,"ESC_NB5035AA_AS",1,0,"Other","Other"
2017,117,"ESC_NB5034AA_AS",0,0,"Other","117"
2017,23,"ESC_NB5033AA_AS",0,0,"Other","23"
2017,95,"ESC_NB5032AA_AS",0,0,"95","95"
2017,117,"ESC_NB5031AA_AS",0,0,"Other","117"
2017,410,"ESC_NB5030AA_AS",0,0,"Other","410"
2017,140,"ESC_NB5029AA_AS",0,0,"Other","Other"
2017,11402,"ESC_NB5028AA_AS",1,0,"Other","Other"
1997,23,"ESC_NB5027AA_AS",0,0,"Other","23"
1997,23,"ESC_NB5025AA_AS",0,0,"Other","23"
1997,23,"ESC_NB5024AA_AS",0,0,"Other","23"
1997,155,"ESC_NB5023AA_AS",1,0,"Other","155"
1997,23,"ESC_NB5022AA_AS",0,0,"Other","23"
1996,23,"ESC_NB5019AA_AS",1,0,"Other","23"
1996,23,"ESC_NB5018AA_AS",0,0,"Other","23"
2014,919,"ESC_NB5017AA_AS",0,0,"Other","Other"
2014,155,"ESC_NB5016AA_AS",0,0,"Other","155"
2014,3995,"ESC_NB5015AA_AS",1,0,"Other","Other"
2014,373,"ESC_NB5014AA_AS",0,0,"Other","Other"
2017,117,"ESC_NB5013AA_AS",1,0,"Other","117"
2017,10,"ESC_NB5012AA_AS",0,0,"10","10"
2014,2309,"ESC_NB5011AA_AS",0,0,"Other","Other"
2014,355,"ESC_NB5010AA_AS",1,0,"Other","Other"
2017,9616,"ESC_NB5009AA_AS",0,0,"Other","Other"
2017,117,"ESC_NB5008AA_AS",0,0,"Other","117"
2017,1170,"ESC_NB5007AA_AS",0,0,"Other","Other"
2012,140,"ESC_NB4984AA_AS",0,0,"Other","Other"
2012,140,"ESC_NB4983AA_AS",0,0,"Other","Other"
2011,93,"ESC_NB4982AA_AS",0,0,"Other","93"
2013,141,"ESC_NB4981AA_AS",0,0,"Other","141"
2012,602,"ESC_NB4980AA_AS",0,0,"Other","Other"
2010,10,"ESC_NB4979AA_AS",0,0,"10","10"
2012,429,"ESC_NB4978AA_AS",0,0,"Other","Other"
2013,140,"ESC_NB4977AA_AS",0,0,"Other","Other"
2012,95,"ESC_NB4975AA_AS",0,0,"95","95"
2012,23,"ESC_NB4974AA_AS",1,0,"Other","23"
2011,357,"ESC_NB4973AA_AS",0,0,"Other","Other"
2007,117,"ESC_NB4972AA_AS",0,0,"Other","117"
2012,3721,"ESC_NB4971AA_AS",0,0,"Other","Other"
2006,371,"ESC_NB4970AA_AS",0,0,"Other","Other"
2010,140,"ESC_NB4969AA_AS",0,0,"Other","Other"
2006,117,"ESC_NB4968AA_AS",1,0,"Other","117"
2011,117,"ESC_NB4966AA_AS",1,0,"Other","117"
2012,117,"ESC_NB4965AA_AS",0,0,"Other","117"
1996,88,"ESC_NB4951AA_AS",0,0,"Other","88"
2017,937,"ESC_NB4948AA_AS",0,0,"Other","Other"
2017,1618,"ESC_NB4947AA_AS",0,0,"Other","Other"
2017,371,"ESC_NB4946AA_AS",0,0,"Other","Other"
2017,1618,"ESC_NB4945AA_AS",0,0,"Other","Other"
2017,101,"ESC_NB4944AA_AS",0,0,"Other","101"
2017,95,"ESC_NB4943AA_AS",0,0,"95","95"
2017,11402,"ESC_NB4942AA_AS",0,0,"Other","Other"
2017,457,"ESC_NB4941AA_AS",0,0,"Other","Other"
2017,428,"ESC_NB4940AA_AS",0,0,"Other","Other"
2017,371,"ESC_NB4939AA_AS",0,0,"Other","Other"
2017,101,"ESC_NB4938AA_AS",0,0,"Other","101"
2017,1618,"ESC_NB4937AA_AS",0,0,"Other","Other"
2017,140,"ESC_NB4936AA_AS",0,0,"Other","Other"
2017,10,"ESC_NB4935AA_AS",1,0,"10","10"
2017,297,"ESC_NB4934AA_AS",1,0,"Other","297"
2017,95,"ESC_NB4933AA_AS",0,0,"95","95"
2017,1618,"ESC_NB4932AA_AS",0,0,"Other","Other"
2017,117,"ESC_NB4931AA_AS",0,0,"Other","117"
2017,101,"ESC_NB4930AA_AS",0,0,"Other","101"
2017,117,"ESC_NB4929AA_AS",0,0,"Other","117"
2017,117,"ESC_NB4924AA_AS",0,0,"Other","117"
2017,117,"ESC_NB4923AA_AS",1,0,"Other","117"
2017,95,"ESC_NB4920AA_AS",0,0,"95","95"
2017,101,"ESC_NB4919AA_AS",1,0,"Other","101"
2017,117,"ESC_NB4918AA_AS",0,0,"Other","117"
2017,569,"ESC_NB4916AA_AS",0,0,"Other","Other"
2017,429,"ESC_NB4915AA_AS",0,0,"Other","Other"
2017,101,"ESC_NB4914AA_AS",0,0,"Other","101"
2017,162,"ESC_NB4913AA_AS",1,0,"Other","162"
2010,95,"ESC_NB4910AA_AS",0,0,"95","95"
2010,23,"ESC_NB4909AA_AS",0,0,"Other","23"
