Id,Run accession,popPUNK_cluster__autocolour,ST__autocolour,CC131_clades__autocolour,Duplicate__autocolour,year,Lab,Hospital name,Regional health authority,Regional health authority__colour,Latitude,Longitude,Clermont_Phylotype__autocolour,FimH__autocolor,folP__autocolour,gyrA__autocolour,parC__autocolour,gyrA_parC__autocolour,parE__autocolour,pmrB__autocolour,blaTEM1__autocolour,strB__autocolour,sul2__autocolour,strA__autocolour,sul1__autocolour,dfrA__autocolour,tetA__autocolour,tetB__autocolour,aadA__autocolour,mphA__autocolour,dfrA1__autocolour,aac3_Iia__autocolour,catA1__autocolour,dfrA5__autocolour,CTX-M-type__autocolour,CTX-M__autocolour,dfrA14__autocolour,blaOXA__autocolour,aph3__autocolour,catB3__autocolour,acc__autocolour,blaSHV__autocolour,dfrA12__autocolour,sul3__autocolour,cmlA1__autocolour,dfrA8__autocolour,C_mefB__autocolour,QnrS1__autocolour,floR__autocolour,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR,Ampicillin_SIR__colour,Aztreonam_SIR__colour,Cefotaxim_SIR__colour,Ceftazidim_SIR__colour,Cefuroxim_SIR__colour,Ciprofloxacin_SIR__colour,ESBL__colour,Gentamicin_SIR__colour,Meropenem_SIR__colour,Nalidixin_SIR__colour,Piperacillin_tazobactam_SIR__colour,Sulfa_SIR__colour,Tigecyklin_SIR__colour,Tobramycin_SIR__colour,Trimetoprim_sulfa_SIR__colour
30348_2_287,ERR4035732,5,80,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_288,ERR4035733,6,58,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH279,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_289,ERR4035734,2,95,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_29,ERR4035474,8,10285,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH349,,,,,,,blaTEM1,,,,sul1,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_290,ERR4035735,4,131,C2,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,R,NS,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_291,ERR4035736,6,58,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH32,,,,,,,,,,,,,tetA_4,,aadA2,,,,,,,,,,,,,,,sul3,cmlA1,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,I,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#EDA247
30348_2_292,ERR4035737,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_294,ERR4035739,9,141,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_295,ERR4035740,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_296,ERR4035741,4,131,A,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,,R,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#EDA247,,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_297,ERR4035742,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH27,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_299,ERR4035744,5,80,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_3,ERR4035448,4,131,A,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L445H,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,I,S,R,NS,,R,S,,S,,S,,S,#DB4325,,#57C4AD,#EDA247,#57C4AD,#DB4325,,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_30,ERR4035475,3,69,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,gyrA.S83L,,gyrA,,,,,,,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,S,,S,S,,I,NS,,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,,#EDA247,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_300,ERR4035745,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH9,,gyrA.S83L,,gyrA,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_301,ERR4035746,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_302,ERR4035747,9,141,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_303,ERR4035748,9,569,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH5,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_304,ERR4035749,2,95,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_305,ERR4035750,7,12,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_306,ERR4035751,7,12,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH5,,,,,,,,,,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_308,ERR4035753,2,140,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH15,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_309,ERR4035754,1,73,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#EDA247,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_31,ERR4035476,46,919,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_310,ERR4035755,7,12,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH386,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_312,ERR4035757,1,73,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_313,ERR4035758,6,10238,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_314,ERR4035759,2,95,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_315,ERR4035760,17,144,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,I,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#EDA247,,#57C4AD
30348_2_316,ERR4035761,4,131,A,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,R,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_317,ERR4035762,5,1057,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,tetB_4,,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#EDA247,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_318,ERR4035763,9,569,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,novel fimH411-like,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_319,ERR4035764,3,69,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,D,fimH483,,,,,,,,,,,,,,tetB_4,,,,,,,,,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,S,S,,S,S,-,S,S,,I,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,,#57C4AD,,#57C4AD
30348_2_32,ERR4035477,53,457,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,F,fimH145,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_320,ERR4035765,25,624,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,F,fimH58,,"gyrA.D87Y, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,,,,,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,I,R,NS,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#EDA247,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_321,ERR4035766,15,372,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH102,,,,,,,,,,,,,,,,,,,catA1,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_323,ERR4035768,3,394,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,D,not detected,,,,,,,blaTEM1,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,I,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#EDA247
30348_2_324,ERR4035769,5,1193,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH64,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,R,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_325,ERR4035770,3,69,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,,,,,,blaTEM1,,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_326,ERR4035771,2,95,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_327,ERR4035772,1,73,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_328,ERR4035773,10,676,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_329,ERR4035774,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_33,ERR4035478,7,12,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_331,ERR4035776,24,409,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,A,not detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_332,ERR4035777,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,,,,,,blaTEM1,,,,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_333,ERR4035778,2,95,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,,,,,,,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_334,ERR4035779,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH30,,,,,,,,,sul2,,,,,tetB_4,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_335,ERR4035780,26,28,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_336,ERR4035781,6,2308,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_337,ERR4035782,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH103,,gyrA.S83L,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,I,NS,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#EDA247,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_338,ERR4035783,6,201,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_339,ERR4035784,4,131,C1,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-27,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,S,S,,S,,S,,R,#DB4325,,#DB4325,#DB4325,#DB4325,#DB4325,#DB4325,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30348_2_34,ERR4035479,8,127,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH2,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_340,ERR4035785,21,8915,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,F,fimH44,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30348_2_341,ERR4035786,15,372,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH102,,,,,,,blaTEM1,strB_1,,strA_1,sul1,,tetA_4,,aadA2-like,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
