lane,Run accession,popPUNK_cluster,ST,CC131_clades,Duplicate,year,Lab,Hospital name,Regional health authority,Clermont_Phylotype,FimH,folP,gyrA,parC,gyrA_parC,parE,pmrB,blaTEM1,strB,sul2,strA,sul1,dfrA,tetA,tetB,aadA,mphA,dfrA1,aac3_Iia,catA1,dfrA5,CTX-M-type,CTX-M,dfrA14,blaOXA,aph3,catB3,acc,blaSHV,dfrA12,sul3,cmlA1,dfrA8,C_mefB,QnrS1,floR,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR
30348_2#227,ERR4035672,24,409,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,not detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#228,ERR4035673,20,136,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#229,ERR4035674,2,95,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,floR,R,,S,S,S,I,NS,-,S,S,,S,,S,,S
30348_2#23,ERR4035468,10,538,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#230,ERR4035675,15,372,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30348_2#231,ERR4035676,4,131,B,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH22,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#232,ERR4035677,8,127,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#233,ERR4035678,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#235,ERR4035680,11,167,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,not detected,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,R,S,,S,,S,,R
30348_2#236,ERR4035681,5,14,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#237,ERR4035682,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#238,ERR4035683,12,88,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,C,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#239,ERR4035684,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#24,ERR4035469,16,393,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH54,,"gyrA.D87N, gyrA.S83L","parC.E84G, parC.S57T, parC.S80I",gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,S,,S,,S,,R
30348_2#240,ERR4035685,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#241,ERR4035686,3,69,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#242,ERR4035687,5,1193,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH64,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L416F,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-,S,S,,S,,S,,S
30348_2#243,ERR4035688,2,95,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#244,ERR4035689,6,58,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH32,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#245,ERR4035690,1,73,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,,,,,,blaTEM1,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,R
30348_2#246,ERR4035691,8,127,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#247,ERR4035692,5,1858,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#248,ERR4035693,10,83,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#249,ERR4035694,1,73,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#25,ERR4035470,5,14,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#250,ERR4035695,10,91,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30348_2#251,ERR4035696,10,538,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#252,ERR4035697,7,12,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH223,,,,,,,blaTEM1,strB_1,sul2,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#253,ERR4035698,25,624,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,F,fimH58,,"gyrA.D87Y, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM57,,,,,,tetA_4,,aadA2,,dfrA1,,,,,,,,,,,,,sul3,cmlA1,,C-mefB-like,,,R,,S,S,,R,NS,,S,S,,S,,S,,R
30348_2#254,ERR4035699,4,131,C2,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,S,,S,S,,R,NS,-,S,S,,S,,S,,R
30348_2#255,ERR4035700,18,405,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,novel fimH54-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#256,ERR4035701,4,131,C2,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,R,S,,S,,S,,R
30348_2#257,ERR4035702,11,10,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,A,fimH54,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,tetA_4,,aadA2-like,,dfrA1,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30348_2#258,ERR4035703,1,73,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH146,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,I,,S,,S
30348_2#259,ERR4035704,3,69,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,gyrA.S83L,parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#26,ERR4035471,4,131,C2,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,tetA_4,,,,,aac3,,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,R,R,,R,NS,+,R,S,,S,,S,,S
30348_2#260,ERR4035705,6,58,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#261,ERR4035706,3,69,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#262,ERR4035707,4,131,C1,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,R,S,,S,,S,,R
30348_2#263,ERR4035708,16,393,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH54,,"gyrA.D87N, gyrA.S83L","parC.E84V, parC.S57T, parC.S80R",gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,,,,,,,,aph3,,,,,,,,,,,R,,I,I,S,R,NS,,S,S,,I,,S,,R
30348_2#264,ERR4035709,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,gyrA.S83L,,gyrA,,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,R,S,,S,,S,,S
30348_2#265,ERR4035710,8,127,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#266,ERR4035711,36,5705,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH61,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,blaTEM1,,sul2,,sul1,,,,aadA2,,,,,,,,,,,,,,dfrA12,sul3,,,C-mefB-like,,floR,R,,S,S,R,R,NS,-,R,S,,I,,S,,R
30348_2#267,ERR4035712,10,999,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#268,ERR4035713,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#269,ERR4035714,7,959,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#27,ERR4035472,9,141,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#270,ERR4035715,18,405,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH41,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#271,ERR4035716,1,73,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#272,ERR4035717,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH718,,,,,,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,R,S,,S,,S,,R
30348_2#273,ERR4035718,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#274,ERR4035719,7,12,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#275,ERR4035720,7,12,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH106,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,,,mphA,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#276,ERR4035721,4,131,C2,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,R,R,R,R,NS,+,R,S,,S,,S,,R
30348_2#277,ERR4035722,3,69,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#278,ERR4035723,12,783,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,C,fimH1163,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#279,ERR4035724,16,393,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH54,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#28,ERR4035473,6,58,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#280,ERR4035725,11,10,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#281,ERR4035726,10,538,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH209,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,R
30348_2#282,ERR4035727,10,357,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30348_2#283,ERR4035728,2,95,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#284,ERR4035729,2,95,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#285,ERR4035730,1,73,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,tetA_4,,aadA2-like,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#286,ERR4035731,6,58,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,R
30348_2#287,ERR4035732,5,80,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#288,ERR4035733,6,58,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH279,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#289,ERR4035734,2,95,,,2014,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#29,ERR4035474,8,10285,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH349,,,,,,,blaTEM1,,,,sul1,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#290,ERR4035735,4,131,C2,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,R,NS,-,S,S,,S,,S,,S
30348_2#291,ERR4035736,6,58,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH32,,,,,,,,,,,,,tetA_4,,aadA2,,,,,,,,,,,,,,,sul3,cmlA1,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,I
30348_2#292,ERR4035737,1,73,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#294,ERR4035739,9,141,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#295,ERR4035740,3,69,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30348_2#296,ERR4035741,4,131,A,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,,R,S,,S,,S,,S
30348_2#297,ERR4035742,2,95,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R
30348_2#299,ERR4035744,5,80,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#3,ERR4035448,4,131,A,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L445H,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,I,S,R,NS,,R,S,,S,,S,,S
30348_2#30,ERR4035475,3,69,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,gyrA.S83L,,gyrA,,,,,,,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,S,,S,S,,I,NS,,S,S,,S,,S,,R
30348_2#300,ERR4035745,1,73,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH9,,gyrA.S83L,,gyrA,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#301,ERR4035746,1,73,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#302,ERR4035747,9,141,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30348_2#303,ERR4035748,9,569,,,2013,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH5,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#304,ERR4035749,2,95,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#305,ERR4035750,7,12,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#306,ERR4035751,7,12,,,2016,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH5,,,,,,,,,,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#308,ERR4035753,2,140,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH15,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#309,ERR4035754,1,73,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,,S,S,,S,,S,,S
30348_2#31,ERR4035476,46,919,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30348_2#310,ERR4035755,7,12,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH386,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#312,ERR4035757,1,73,,,2011,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#313,ERR4035758,6,10238,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30348_2#314,ERR4035759,2,95,,,2017,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30348_2#315,ERR4035760,17,144,,,2017,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,I,,S
