"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","FR","France",17.648200250,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","HR","Croatia",20.055970140,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","HU","Hungary",28.438661710,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","IE","Ireland",24.528301880,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","IS","Iceland",7.801418430,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","IT","Italy",43.926514940,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","LT","Lithuania",12.837837830,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","LU","Luxembourg",24.728260860,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","LV","Latvia",17.679558010,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","MT","Malta",28.731343280,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","NL","Netherlands",13.962952560,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","NO","Norway",11.010248900,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","PL","Poland",29.233680220,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","PT","Portugal",32.365227770,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","RO","Romania",31.270358300,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","SE","Sweden",11.299105400,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","SI","Slovenia",23.273026310,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","SK","Slovakia",42.953776770,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2014","UK","United Kingdom",16.818378840,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","AT","Austria",20.029118130,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","BE","Belgium",26.588693950,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","BG","Bulgaria",35.294117640,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","CY","Cyprus",45.528455280,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","CZ","Czechia",22.590837280,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","DE","Germany",19.381306130,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","DK","Denmark",11.903719910,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","EE","Estonia",15.234375000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","EL","Greece",30.562552470,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","ES","Spain",31.554595920,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","FI","Finland",11.171662120,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","FR","France",17.748681570,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","HR","Croatia",23.988439300,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","HU","Hungary",28.995546750,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","IE","Ireland",23.071075630,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","IS","Iceland",6.790123450,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","IT","Italy",44.382826470,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","LT","Lithuania",20.583190390,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","LU","Luxembourg",24.207492790,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","LV","Latvia",27.835051540,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","MT","Malta",37.394957980,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","NL","Netherlands",13.160870790,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","NO","Norway",10.218314120,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","PL","Poland",27.880330990,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","PT","Portugal",29.659281320,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","RO","Romania",30.727762800,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","SE","Sweden",12.615384610,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","SI","Slovenia",24.603773580,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","SK","Slovakia",44.183445190,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2015","UK","United Kingdom",15.640055050,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","AT","Austria",19.837059490,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","BE","Belgium",24.545926310,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","BG","Bulgaria",42.194092820,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","CY","Cyprus",46.979865770,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","CZ","Czechia",27.638026780,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","DE","Germany",19.446382870,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","DK","Denmark",11.042055100,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","EE","Estonia",13.876967090,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","EL","Greece",32.131901840,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","ES","Spain",32.823304390,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","FI","Finland",11.460066550,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","FR","France",16.656297210,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","HR","Croatia",27.857829010,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","HU","Hungary",26.787512580,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","IE","Ireland",22.909698990,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","IS","Iceland",9.550561790,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","IT","Italy",43.260504200,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","LT","Lithuania",19.746835440,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","LU","Luxembourg",28.947368420,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","LV","Latvia",27.755102040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","MT","Malta",41.463414630,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","NL","Netherlands",12.898330800,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","NO","Norway",10.938798110,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","PL","Poland",33.067880160,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","PT","Portugal",28.946913360,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","RO","Romania",30.622009560,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","SE","Sweden",13.660572900,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","SI","Slovenia",25.563380280,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","SK","Slovakia",40.435835350,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2016","UK","United Kingdom",16.330900660,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","AT","Austria",20.458356620,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","BE","Belgium",23.801916930,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","BG","Bulgaria",42.105263150,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","CY","Cyprus",42.948717940,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","CZ","Czechia",24.476398870,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","DE","Germany",20.749782040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","DK","Denmark",12.785477250,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","EE","Estonia",17.413572340,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","EL","Greece",32.923497260,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","ES","Spain",32.503027150,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","FI","Finland",12.007540050,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","FR","France",15.021008400,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","HR","Croatia",28.173913040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","HU","Hungary",30.619210140,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","IE","Ireland",23.597306820,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","IS","Iceland",11.557788940,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","IT","Italy",44.938804890,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","LT","Lithuania",25.206124850,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","LU","Luxembourg",22.863741330,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","LV","Latvia",30.348258700,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","MT","Malta",43.312101910,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","NL","Netherlands",14.418852340,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","NO","Norway",13.562047700,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","PL","Poland",35.862445410,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","PT","Portugal",27.272727270,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","RO","Romania",26.447876440,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","SE","Sweden",15.793127380,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","SI","Slovenia",24.873463480,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","SK","Slovakia",43.197278910,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2017","UK","United Kingdom",17.468941520,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","AT","Austria",21.852438800,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","BE","Belgium",21.800047490,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","BG","Bulgaria",41.780821910,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","CY","Cyprus",42.384105960,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","CZ","Czechia",24.271577780,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","DE","Germany",19.828764000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","DK","Denmark",13.256591160,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","EE","Estonia",17.611580210,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","EL","Greece",30.778663390,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","ES","Spain",32.116596630,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","FI","Finland",11.481261150,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","FR","France",16.322430280,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","HR","Croatia",30.025020850,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","HU","Hungary",33.248730960,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","IE","Ireland",23.903644220,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","IS","Iceland",17.187500000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","IT","Italy",41.663030600,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","LT","Lithuania",19.655797100,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","LU","Luxembourg",21.770334920,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","LV","Latvia",24.127906970,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","MT","Malta",41.867469870,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","NL","Netherlands",14.708726130,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","NO","Norway",12.870776370,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","PL","Poland",34.670821970,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","PT","Portugal",25.460122690,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","RO","Romania",29.102167180,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","SE","Sweden",18.055039040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","SI","Slovenia",22.781774580,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","SK","Slovakia",42.105263150,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2018","UK","United Kingdom",17.712188890,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","AT","Austria",18.213058410,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","BE","Belgium",19.057324840,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","BG","Bulgaria",38.636363630,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","CY","Cyprus",43.478260860,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","CZ","Czechia",23.044456940,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","DE","Germany",17.532300840,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","DK","Denmark",11.471900080,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","EE","Estonia",17.056856180,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","EL","Greece",29.556650240,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","ES","Spain",29.528808590,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","FI","Finland",11.441774490,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","FR","France",15.970515970,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","HR","Croatia",27.256317680,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","HU","Hungary",30.316930770,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","IE","Ireland",20.353707720,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","IS","Iceland",13.095238090,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","IT","Italy",40.630938800,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","LT","Lithuania",17.980513720,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","LU","Luxembourg",20.528455280,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","LV","Latvia",24.886877820,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","MT","Malta",40.060240960,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","NL","Netherlands",14.565634420,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","NO","Norway",11.258603730,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","PL","Poland",33.018525240,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","PT","Portugal",26.465557450,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","RO","Romania",28.287461770,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","SE","Sweden",15.852103690,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","SI","Slovenia",19.006211180,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","SK","Slovakia",34.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2019","UK","United Kingdom",17.833215500,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","AT","Austria",17.345989200,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","BE","Belgium",18.078703700,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","BG","Bulgaria",42.911877390,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","CY","Cyprus",48.245614030,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","CZ","Czechia",20.186853520,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","DE","Germany",16.536595650,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","DK","Denmark",11.226575800,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","EE","Estonia",14.077163710,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","EL","Greece",32.743362830,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","ES","Spain",28.606231560,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","FI","Finland",10.534180050,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","FR","France",15.924390110,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","HR","Croatia",29.661016940,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","HU","Hungary",30.337078650,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","IE","Ireland",18.881856540,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","IS","Iceland",11.836734690,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","IT","Italy",37.590233540,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","LT","Lithuania",18.750000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","LU","Luxembourg",21.728971960,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","LV","Latvia",27.513227510,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","MT","Malta",35.379061370,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","NL","Netherlands",13.337783710,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","NO","Norway",9.959839350,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","PL","Poland",32.992089340,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","PT","Portugal",23.934987160,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","RO","Romania",26.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","SE","Sweden",14.084507040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","SI","Slovenia",18.119975260,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2020","SK","Slovakia",34.156378600,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","AT","Austria",15.074923270,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","BE","Belgium",18.534208850,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","BG","Bulgaria",33.460076040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","CY","Cyprus",51.562500000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","CZ","Czechia",19.700068160,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","DE","Germany",14.660137250,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","DK","Denmark",10.472074460,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","EE","Estonia",13.449023860,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","EL","Greece",33.928571420,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","ES","Spain",26.614714040,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","FI","Finland",9.565667010,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","FR","France",14.756586790,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates, percentage  ","%","2021","HR","Croatia",28.987517330,""
